Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Idaho,2019,48,11/30/2019,267,234,,45,,,,17,,,,63,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Idaho,2019,49,12/07/2019,268,252,,51,,16,,13,,,,58,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2019,50,12/14/2019,282,254,,62,10,17,,17,,,,64,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2019,51,12/21/2019,313,281,,67,13,19,,17,,,,59,11,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2019,52,12/28/2019,285,257,,59,,19,,17,11,,,51,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,1,01/04/2020,278,257,,68,,14,,19,,,,44,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,2,01/11/2020,292,271,,71,11,11,,25,,,,58,15,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,3,01/18/2020,293,268,,59,12,12,,24,,,,65,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,4,01/25/2020,275,247,,51,12,11,,21,,,,57,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,5,02/01/2020,249,223,0,44,,,,19,,,,56,15,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,6,02/08/2020,292,265,,50,11,12,,18,,,,63,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,7,02/15/2020,279,252,,48,,11,,16,,,,63,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,8,02/22/2020,318,295,,64,12,12,,20,,,,69,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,9,02/29/2020,290,270,,67,,15,,20,,,,58,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,10,03/07/2020,278,259,0,66,10,,,14,,,,61,10,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,11,03/14/2020,284,260,0,54,,16,,22,,,,63,13,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,12,03/21/2020,308,284,,66,,11,,17,0,,10,68,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Idaho,2020,13,03/28/2020,332,306,,64,13,20,,20,,,12,57,18,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Idaho,2020,14,04/04/2020,270,252,,51,,19,11,,,,12,58,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Idaho,2020,15,04/11/2020,302,282,,61,10,15,,18,,,11,46,12,21,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2020,16,04/18/2020,276,252,,57,10,18,0,16,,,,43,15,11,11,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,17,04/25/2020,245,235,0,50,,10,,17,,,15,57,10,11,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2020,18,05/02/2020,184,179,,39,,,,13,,,14,47,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Idaho,2020,19,05/09/2020,115,108,0,26,,,0,,0,,,23,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Illinois,2019,1,01/05/2019,2176,2020,35,465,63,80,49,138,30,57,25,524,96,0,0,,,,,,,,,,,,,,,
Illinois,2019,2,01/12/2019,2109,1976,37,467,60,84,39,94,29,55,30,501,125,0,0,,,,,,,,,,,,,,,
Illinois,2019,3,01/19/2019,2143,2008,33,477,45,80,51,102,33,41,21,540,147,0,0,,,,,,,,,,,,,,,
Illinois,2019,4,01/26/2019,2130,1990,32,493,63,76,52,94,25,48,22,482,126,0,0,,,,,,,,,,,,,,,
Illinois,2019,5,02/02/2019,2204,2056,30,420,79,85,59,120,31,51,24,585,122,0,0,,,,,,,,,,,,,,,
Illinois,2019,6,02/09/2019,2269,2090,46,472,53,119,60,118,39,43,30,540,110,0,0,,,,,,,,,,,,,,,
Illinois,2019,7,02/16/2019,2131,1997,27,442,64,74,64,118,37,38,19,539,121,0,0,,,,,,,,,,,,,,,
Illinois,2019,8,02/23/2019,2105,1979,32,432,58,72,51,127,24,59,28,532,131,0,0,,,,,,,,,,,,,,,
Illinois,2019,9,03/02/2019,2103,1952,32,472,66,75,56,112,23,42,22,514,117,0,0,,,,,,,,,,,,,,,
Illinois,2019,10,03/09/2019,2112,1949,38,435,51,96,48,119,42,45,25,513,107,0,0,,,,,,,,,,,,,,,
Illinois,2019,11,03/16/2019,2160,2011,37,428,45,90,63,129,32,50,18,539,136,0,0,,,,,,,,,,,,,,,
Illinois,2019,12,03/23/2019,2053,1904,28,436,53,71,70,116,28,43,23,476,106,0,0,,,,,,,,,,,,,,,
Illinois,2019,13,03/30/2019,2092,1930,26,462,56,88,48,115,37,36,23,498,121,0,0,,,,,,,,,,,,,,,
Illinois,2019,14,04/06/2019,2122,1949,41,467,57,69,53,128,32,52,31,490,115,0,0,,,,,,,,,,,,,,,
Illinois,2019,15,04/13/2019,1969,1826,29,437,49,67,27,121,24,59,28,436,111,0,0,,,,,,,,,,,,,,,
Illinois,2019,16,04/20/2019,2014,1857,35,431,55,74,40,102,30,49,20,483,120,0,0,,,,,,,,,,,,,,,
Illinois,2019,17,04/27/2019,1980,1798,30,454,51,72,33,97,26,43,21,467,98,0,0,,,,,,,,,,,,,,,
Illinois,2019,18,05/04/2019,1985,1841,29,441,50,73,30,97,24,49,20,475,117,0,0,,,,,,,,,,,,,,,
Illinois,2019,19,05/11/2019,1996,1830,35,425,42,66,31,94,23,43,25,516,106,0,0,,,,,,,,,,,,,,,
Illinois,2019,20,05/18/2019,1995,1816,29,453,54,63,43,96,24,51,19,474,108,0,0,,,,,,,,,,,,,,,
Illinois,2019,21,05/25/2019,2044,1877,25,494,53,91,30,114,24,56,18,440,109,0,0,,,,,,,,,,,,,,,
Illinois,2019,22,06/01/2019,1997,1798,26,424,60,70,45,101,31,46,19,465,113,0,0,,,,,,,,,,,,,,,
Illinois,2019,23,06/08/2019,1975,1816,30,430,49,76,36,117,26,51,24,480,98,0,0,,,,,,,,,,,,,,,
Illinois,2019,24,06/15/2019,1898,1752,27,443,49,74,35,90,24,53,27,419,106,0,0,,,,,,,,,,,,,,,
Illinois,2019,25,06/22/2019,1943,1781,29,478,57,86,36,87,19,43,24,443,89,0,0,,,,,,,,,,,,,,,
Illinois,2019,26,06/29/2019,1908,1733,30,446,33,56,33,99,22,37,27,449,102,0,0,,,,,,,,,,,,,,,
Illinois,2019,27,07/06/2019,1952,1762,26,442,53,63,38,99,25,57,18,474,98,0,0,,,,,,,,,,,,,,,
Illinois,2019,28,07/13/2019,1856,1688,31,415,48,47,31,106,28,43,25,425,106,0,0,,,,,,,,,,,,,,,
Illinois,2019,29,07/20/2019,1935,1770,28,467,58,66,28,87,25,47,24,454,96,0,0,,,,,,,,,,,,,,,
Illinois,2019,30,07/27/2019,1866,1690,26,409,48,61,30,93,28,43,18,453,106,0,0,,,,,,,,,,,,,,,
Illinois,2019,31,08/03/2019,1909,1730,22,458,45,70,35,89,23,48,19,456,106,0,0,,,,,,,,,,,,,,,
Illinois,2019,32,08/10/2019,1877,1723,24,421,45,78,27,80,18,38,29,446,95,0,0,,,,,,,,,,,,,,,
Illinois,2019,33,08/17/2019,1856,1706,32,431,54,62,26,91,33,36,23,424,103,0,0,,,,,,,,,,,,,,,
Illinois,2019,34,08/24/2019,1892,1716,24,429,38,59,28,98,23,47,18,425,105,0,0,,,,,,,,,,,,,,,
Illinois,2019,35,08/31/2019,1907,1712,25,445,49,67,35,85,22,47,20,422,108,0,0,,,,,,,,,,,,,,,
Illinois,2019,36,09/07/2019,1843,1686,27,443,42,58,28,86,23,53,23,403,81,0,0,,,,,,,,,,,,,,,
Illinois,2019,37,09/14/2019,1963,1772,35,418,54,63,30,110,25,44,23,484,93,0,0,,,,,,,,,,,,,,,
Illinois,2019,38,09/21/2019,1962,1810,28,465,42,83,45,99,25,46,14,427,119,0,0,,,,,,,,,,,,,,,
Illinois,2019,39,09/28/2019,2004,1817,26,450,66,63,33,88,26,47,25,459,124,0,0,,,,,,,,,,,,,,,
Illinois,2019,40,10/05/2019,1970,1812,40,462,42,81,32,85,24,40,24,455,112,0,0,,,,,,,,,,,,,,,
Illinois,2019,41,10/12/2019,2023,1854,38,454,47,64,38,111,23,49,27,442,124,0,0,,,,,,,,,,,,,,,
Illinois,2019,42,10/19/2019,2124,1954,32,455,57,88,36,85,20,47,29,514,118,0,0,,,,,,,,,,,,,,,
Illinois,2019,43,10/26/2019,2126,1980,39,498,60,86,29,95,19,47,29,514,122,0,0,,,,,,,,,,,,,,,
Illinois,2019,44,11/02/2019,2021,1856,29,447,34,72,41,96,29,50,34,477,118,0,0,,,,,,,,,,,,,,,
Illinois,2019,45,11/09/2019,2113,1947,39,458,61,78,29,91,43,56,36,468,121,0,0,,,,,,,,,,,,,,,
Illinois,2019,46,11/16/2019,2129,1978,38,484,59,82,36,108,29,52,23,497,128,0,0,,,,,,,,,,,,,,,
Illinois,2019,47,11/23/2019,2023,1886,30,415,58,94,26,82,23,46,32,502,139,0,0,,,,,,,,,,,,,,,
Illinois,2019,48,11/30/2019,2091,1923,20,445,53,89,39,109,27,41,32,516,150,0,0,,,,,,,,,,,,,,,
Illinois,2019,49,12/07/2019,2080,1899,30,445,54,78,37,111,29,42,29,510,124,0,0,,,,,,,,,,,,,,,
Illinois,2019,50,12/14/2019,2132,1953,30,445,47,74,38,105,29,50,41,484,114,0,0,,,,,,,,,,,,,,,
Illinois,2019,51,12/21/2019,2101,1936,30,429,56,84,33,106,25,45,37,465,115,0,0,,,,,,,,,,,,,,,
Illinois,2019,52,12/28/2019,2171,1979,34,452,61,72,43,134,28,51,43,496,117,0,0,,,,,,,,,,,,,,,
Illinois,2020,1,01/04/2020,2190,2012,28,427,57,74,44,106,43,57,38,516,119,0,0,,,,,,,,,,,,,,,
Illinois,2020,2,01/11/2020,2247,2086,46,477,65,93,57,131,27,43,33,509,131,0,0,,,,,,,,,,,,,,,
Illinois,2020,3,01/18/2020,2229,2068,30,475,59,94,62,116,39,70,30,486,140,0,0,,,,,,,,,,,,,,,
Illinois,2020,4,01/25/2020,2198,2035,32,447,71,87,55,110,21,51,27,515,136,0,0,,,,,,,,,,,,,,,
Illinois,2020,5,02/01/2020,2137,1995,33,450,59,76,72,120,26,60,41,480,131,0,0,,,,,,,,,,,,,,,
Illinois,2020,6,02/08/2020,2228,2063,26,448,63,74,52,116,32,58,46,541,116,0,0,,,,,,,,,,,,,,,
Illinois,2020,7,02/15/2020,2217,2067,32,451,59,87,61,117,32,60,38,521,130,0,0,,,,,,,,,,,,,,,
Illinois,2020,8,02/22/2020,2203,2064,35,459,65,82,63,118,40,55,46,497,116,0,0,,,,,,,,,,,,,,,
Illinois,2020,9,02/29/2020,2209,2050,32,459,56,86,62,109,36,48,64,532,115,0,0,,,,,,,,,,,,,,,
Illinois,2020,10,03/07/2020,2246,2097,39,467,64,72,91,134,27,52,55,516,119,0,0,,,,,,,,,,,,,,,
Illinois,2020,11,03/14/2020,2179,2049,35,451,54,75,85,96,38,61,78,518,127,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Illinois,2020,12,03/21/2020,2264,2130,36,472,48,101,81,124,32,57,100,493,116,13,12,,,,,,,,,,,,,,,
Illinois,2020,13,03/28/2020,2278,2179,27,445,67,111,78,129,40,54,89,474,128,67,66,,,,,,,,,,,,,,,
Illinois,2020,14,04/04/2020,2583,2455,32,473,68,104,75,124,29,59,97,532,108,272,267,,,,,,,,,,,,,,,
Illinois,2020,15,04/11/2020,2809,2693,32,462,85,97,61,119,22,57,132,575,132,426,417,,,,,,,,,,,,,,,
Illinois,2020,16,04/18/2020,2777,2690,19,448,77,101,73,118,27,59,140,494,126,511,493,,,,,,,,,,,,,,,
Illinois,2020,17,04/25/2020,2732,2669,18,438,61,95,52,101,31,46,182,504,125,506,490,,,,,,,,,,,,,,,
Illinois,2020,18,05/02/2020,2249,2215,21,395,51,96,42,105,23,32,184,403,116,365,350,,,,,,,,,,,,,,,
Illinois,2020,19,05/09/2020,1248,1234,15,259,29,57,24,66,12,17,111,242,75,59,59,,,,,,,,,,,,,,,
Illinois,2020,20,05/16/2020,99,99,0,27,,,0,,,,,20,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Indiana,2019,1,01/05/2019,1326,1226,18,256,48,57,28,104,22,29,,305,68,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,2,01/12/2019,1329,1226,25,277,39,45,17,103,24,30,,281,63,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,3,01/19/2019,1276,1188,25,232,42,50,19,112,35,29,,277,70,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,4,01/26/2019,1325,1242,25,254,46,53,22,107,24,25,12,295,78,0,0,,,,,,,,,,,,,,,
Indiana,2019,5,02/02/2019,1387,1288,30,271,52,63,23,97,17,34,,323,71,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,6,02/09/2019,1407,1289,19,261,36,44,32,101,28,28,15,315,74,0,0,,,,,,,,,,,,,,,
Indiana,2019,7,02/16/2019,1309,1219,19,251,41,52,38,113,30,34,,283,53,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,8,02/23/2019,1367,1251,26,248,57,51,20,107,24,35,,297,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,9,03/02/2019,1277,1180,29,265,42,62,27,80,16,30,,287,53,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,10,03/09/2019,1331,1220,29,240,56,61,31,90,22,20,,283,79,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,11,03/16/2019,1375,1275,24,268,51,48,37,104,21,27,11,339,54,0,0,,,,,,,,,,,,,,,
Indiana,2019,12,03/23/2019,1337,1243,34,250,36,57,28,109,26,22,,314,65,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,13,03/30/2019,1317,1225,19,283,52,55,35,89,29,26,,264,77,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,14,04/06/2019,1356,1248,21,269,40,39,27,86,25,22,11,293,76,0,0,,,,,,,,,,,,,,,
Indiana,2019,15,04/13/2019,1251,1148,20,248,32,45,22,79,23,37,,266,69,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,16,04/20/2019,1261,1170,31,253,41,38,18,95,23,26,,311,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,17,04/27/2019,1276,1182,31,252,47,41,23,76,20,37,,305,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,18,05/04/2019,1262,1147,21,243,43,61,15,92,24,28,,277,66,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,19,05/11/2019,1290,1191,29,258,45,44,19,102,27,26,,289,66,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,20,05/18/2019,1255,1156,23,239,47,46,12,104,26,34,10,295,50,0,0,,,,,,,,,,,,,,,
Indiana,2019,21,05/25/2019,1300,1191,29,272,35,51,18,96,22,20,13,303,70,0,0,,,,,,,,,,,,,,,
Indiana,2019,22,06/01/2019,1213,1113,19,241,21,56,14,82,19,27,11,331,47,0,0,,,,,,,,,,,,,,,
Indiana,2019,23,06/08/2019,1214,1094,15,254,28,50,17,92,20,21,,244,73,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,24,06/15/2019,1207,1117,16,295,29,42,15,88,18,27,,286,60,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,25,06/22/2019,1233,1121,19,259,31,48,11,82,29,30,,276,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,26,06/29/2019,1219,1118,17,266,30,61,16,84,21,34,15,259,46,0,0,,,,,,,,,,,,,,,
Indiana,2019,27,07/06/2019,1201,1068,17,258,40,44,12,79,22,20,,272,60,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,28,07/13/2019,1171,1052,22,229,32,37,15,77,19,25,10,240,79,0,0,,,,,,,,,,,,,,,
Indiana,2019,29,07/20/2019,1258,1138,17,267,44,47,10,78,16,21,15,270,79,0,0,,,,,,,,,,,,,,,
Indiana,2019,30,07/27/2019,1155,1035,17,231,31,46,,69,23,26,,239,66,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Indiana,2019,31,08/03/2019,1176,1070,19,262,33,44,14,81,23,21,,252,60,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,32,08/10/2019,1186,1075,19,236,39,44,,88,24,33,,248,56,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Indiana,2019,33,08/17/2019,1247,1141,21,259,32,51,13,81,24,23,,286,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,34,08/24/2019,1141,1038,18,246,29,47,,88,21,24,,249,53,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Indiana,2019,35,08/31/2019,1147,1057,20,236,23,51,,89,17,22,,261,54,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Indiana,2019,36,09/07/2019,1216,1079,28,251,31,36,12,88,28,28,11,254,58,0,0,,,,,,,,,,,,,,,
Indiana,2019,37,09/14/2019,1284,1159,21,274,43,48,,81,20,14,11,276,62,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Indiana,2019,38,09/21/2019,1206,1105,25,260,37,37,12,93,19,24,13,235,62,0,0,,,,,,,,,,,,,,,
Indiana,2019,39,09/28/2019,1230,1121,25,271,35,49,10,64,20,29,,274,76,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,40,10/05/2019,1188,1077,23,238,38,56,12,82,19,23,13,265,51,0,0,,,,,,,,,,,,,,,
Indiana,2019,41,10/12/2019,1243,1129,29,278,27,43,13,86,20,33,,264,72,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,42,10/19/2019,1266,1141,23,263,35,54,17,81,18,27,13,277,57,0,0,,,,,,,,,,,,,,,
Indiana,2019,43,10/26/2019,1272,1164,20,260,34,51,15,69,25,21,,281,73,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,44,11/02/2019,1340,1227,28,276,48,60,14,97,27,30,,263,61,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,45,11/09/2019,1277,1191,22,247,49,49,17,82,21,24,11,305,74,0,0,,,,,,,,,,,,,,,
Indiana,2019,46,11/16/2019,1289,1182,31,260,41,57,15,90,15,26,,271,62,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,47,11/23/2019,1319,1214,21,288,47,45,11,98,25,34,10,297,56,0,0,,,,,,,,,,,,,,,
Indiana,2019,48,11/30/2019,1318,1213,22,239,60,54,,92,24,27,,300,72,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Indiana,2019,49,12/07/2019,1338,1207,20,280,37,62,22,95,30,33,,288,66,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,50,12/14/2019,1324,1219,29,242,48,45,23,90,29,32,,291,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,51,12/21/2019,1402,1299,21,256,47,71,26,104,16,38,,296,63,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2019,52,12/28/2019,1325,1222,27,262,46,46,21,104,22,26,,295,77,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,1,01/04/2020,1466,1357,27,258,47,51,43,114,30,40,10,334,61,0,0,,,,,,,,,,,,,,,
Indiana,2020,2,01/11/2020,1385,1260,21,243,40,55,37,110,27,29,,318,57,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,3,01/18/2020,1382,1273,28,285,49,51,22,95,20,36,,314,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,4,01/25/2020,1411,1297,27,269,54,56,27,110,17,34,10,311,62,0,0,,,,,,,,,,,,,,,
Indiana,2020,5,02/01/2020,1365,1274,25,296,50,48,20,82,29,39,10,290,73,0,0,,,,,,,,,,,,,,,
Indiana,2020,6,02/08/2020,1358,1255,28,267,48,61,29,100,21,22,,294,80,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,7,02/15/2020,1407,1316,21,274,40,62,25,111,26,29,12,320,64,0,0,,,,,,,,,,,,,,,
Indiana,2020,8,02/22/2020,1392,1290,22,292,37,56,26,96,22,31,,302,72,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,9,02/29/2020,1432,1314,30,272,47,60,38,106,23,37,,313,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,10,03/07/2020,1343,1243,19,259,43,72,32,97,24,31,19,311,70,0,0,,,,,,,,,,,,,,,
Indiana,2020,11,03/14/2020,1372,1292,23,307,35,49,42,109,23,37,,295,65,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Indiana,2020,12,03/21/2020,1293,1207,14,248,43,60,27,94,31,26,13,268,70,13,12,,,,,,,,,,,,,,,
Indiana,2020,13,03/28/2020,1429,1359,24,300,51,63,40,94,24,33,,287,65,47,40,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,14,04/04/2020,1505,1424,31,247,60,74,42,107,31,29,14,279,61,126,112,,,,,,,,,,,,,,,
Indiana,2020,15,04/11/2020,1534,1454,15,238,49,65,32,112,28,28,13,301,64,203,194,,,,,,,,,,,,,,,
Indiana,2020,16,04/18/2020,1383,1336,21,251,31,48,21,69,24,25,19,282,62,222,208,,,,,,,,,,,,,,,
Indiana,2020,17,04/25/2020,1347,1305,22,241,34,66,31,76,22,28,17,237,63,205,187,,,,,,,,,,,,,,,
Indiana,2020,18,05/02/2020,901,886,10,175,23,56,12,75,16,24,15,162,35,98,91,,,,,,,,,,,,,,,
Indiana,2020,19,05/09/2020,242,240,,56,,11,,13,,,,57,14,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2019,1,01/05/2019,628,586,,115,23,26,13,36,12,,11,157,28,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Iowa,2019,2,01/12/2019,597,560,15,106,21,17,,41,13,,,167,18,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2019,3,01/19/2019,615,572,,115,13,29,17,46,,11,,152,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2019,4,01/26/2019,615,572,,104,11,19,24,47,,,,163,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2019,5,02/02/2019,619,581,,143,14,26,12,43,12,,,141,35,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2019,6,02/09/2019,581,528,10,112,16,29,10,55,11,,14,127,27,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Iowa,2019,7,02/16/2019,625,575,,121,21,37,13,36,16,,,160,26,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
